Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,ReportDate,OffenseCount
SE 16TH AVE / SE WASHINGTON ST,22-16461,Property,Buckman East,1/17/2022,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.518616686,-122.649576667,1/18/2022,1
SE 19TH AVE / SE NEHALEM ST,22-902231,Property,Sellwood-Moreland,1/24/2022,1205,Vandalism,Vandalism,45.465743061,-122.645050278,1/24/2022,1
SE 19TH AVE / SE SPOKANE ST,22-902266,Property,Sellwood-Moreland,1/24/2022,0600,Vandalism,Vandalism,45.465029696,-122.645050649,1/24/2022,1
SE 19TH AVE / SE WASHINGTON ST,22-4944,Property,Buckman East,1/6/2022,0001,Motor Vehicle Theft,Motor Vehicle Theft,45.518605016,-122.646532047,1/6/2022,1
SE 23RD AVE / SE YAMHILL ST,22-900807,Property,Buckman East,1/1/2022,2245,Larceny Offenses,All Other Larceny,45.515741799,-122.642501710,1/4/2022,1
SE 26TH AVE / SE ANKENY ST,22-902520,Property,Buckman East,12/1/2021,1305,Vandalism,Vandalism,45.522145174,-122.639277449,1/19/2022,1
SE 26TH AVE / SE FRANKLIN ST,22-900366,Property,Hosford-Abernethy,1/7/2022,1130,Robbery,Robbery,45.499135989,-122.639624226,1/7/2022,1
SE 26TH AVE / SE MORRISON ST,22-901456,Property,Buckman East,1/12/2022,1020,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.516959791,-122.639125024,1/13/2022,1
SE 26TH AVE / SE SALMON ST,22-900097,Property,Buckman East,1/2/2022,2000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.514303556,-122.639145943,1/3/2022,1
SE 27TH AVE / SE MADISON ST,22-14996,Property,Buckman East,1/15/2022,1400,Vandalism,Vandalism,45.512879051,-122.638144003,1/17/2022,1
SE 28TH AVE / SE COLT DR,22-902249,Property,Reed,1/26/2022,0840,Vandalism,Vandalism,45.486472527,-122.637493482,1/26/2022,1
SE 28TH AVE / SE SCHILLER ST,22-900556,Property,Reed,1/9/2022,1210,Larceny Offenses,Theft From Motor Vehicle,45.488194703,-122.637538773,1/9/2022,1
SE 28TH AVE / SE SCHILLER ST,22-901917,Property,Reed,1/15/2022,1800,Vandalism,Vandalism,45.488194703,-122.637538773,1/19/2022,1
SE 30TH AVE / SE MADISON ST,22-902857,Property,,1/30/2022,2020,Vandalism,Vandalism,45.441955145,-122.631953639,1/31/2022,1
SE 31ST AVE / SE LINCOLN ST,22-902014,Property,Richmond,1/20/2022,0800,Vandalism,Vandalism,45.508253133,-122.633724399,1/20/2022,1
SE 32ND AVE / SE PINE ST,22-900013,Property,,1/1/2022,1615,Larceny Offenses,Theft From Motor Vehicle,45.511372848,-122.949646626,1/2/2022,1
SE 34TH AVE / SE SALMON ST,22-902261,Property,Sunnyside,1/24/2022,0155,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.514314172,-122.629565754,1/24/2022,1
SE 35TH AVE / SE CLINTON ST,22-901327,Property,Richmond,1/13/2022,1715,Larceny Offenses,Theft From Motor Vehicle,45.503393651,-122.628574946,1/18/2022,1
SE 37TH AVE / SE OAK ST,22-9122,Property,Laurelhurst,12/23/2021,1643,Vandalism,Vandalism,45.520287315,-122.625847865,1/11/2022,1
SE 45TH AVE / SE IVON ST,22-902320,Property,Richmond,1/25/2022,2000,Vandalism,Vandalism,45.504075923,-122.616149993,1/26/2022,1
SE 45TH AVE / SE POWELL BLVD,22-900717,Property,Creston-Kenilworth,1/4/2022,0300,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.497539626,-122.616351242,1/5/2022,1
SE 49TH AVE / SE KELLY ST,22-5759,Property,Richmond,1/6/2022,2200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.499603865,-122.612569624,1/7/2022,1
SE 57TH AVE / SE ASH ST,22-11964,Property,Mt Tabor,1/13/2022,2039,Motor Vehicle Theft,Motor Vehicle Theft,45.521332807,-122.604975064,1/13/2022,1
SE 60TH AVE / SE SALMON ST,22-902245,Property,Mt Tabor,1/23/2022,1230,Larceny Offenses,All Other Larceny,45.514079696,-122.601923780,1/24/2022,1
SE 65TH AVE / SE KNIGHT ST,22-901888,Property,Mt Scott-Arleta,1/25/2022,0545,Vandalism,Vandalism,45.480060452,-122.597030478,1/25/2022,1
SE 67TH AVE / SE FRANKLIN ST,22-902483,Property,South Tabor,1/23/2022,2000,Larceny Offenses,Theft From Motor Vehicle,45.498881022,-122.594662710,1/25/2022,1
SE 74TH AVE / SE HARRISON ST,22-900280,Property,Mt Tabor,1/9/2022,0300,Vandalism,Vandalism,45.508960587,-122.587000133,1/9/2022,1
SE 78TH AVE / SE TAYLOR ST,22-902244,Property,Montavilla,1/20/2022,1530,Larceny Offenses,Theft From Motor Vehicle,45.515259339,-122.583251090,1/24/2022,1
SE 79TH AVE / SE FRANKLIN ST,22-12735,Property,South Tabor,1/14/2022,1705,Robbery,Robbery,45.498690088,-122.581925568,1/14/2022,1
SE 80TH AVE / SE STARK ST,22-903001,Property,Montavilla,1/7/2022,2000,Larceny Offenses,Theft From Motor Vehicle,45.519151854,-122.581469845,1/31/2022,1
SE 82ND AVE / SE BYBEE BLVD,22-900766,Property,Brentwood-Darlington,1/4/2022,1700,Larceny Offenses,Theft From Motor Vehicle,45.472049428,-122.579058347,1/4/2022,1
SE 82ND AVE / SE COOPER ST,22-6253,Society,Brentwood-Darlington,1/8/2022,0112,Weapon Law Violations,Weapons Law Violations,45.473522553,-122.579069345,1/8/2022,1
SE 82ND AVE / SE DUKE ST,22-4355,Property,Lents,1/5/2022,1800,Motor Vehicle Theft,Motor Vehicle Theft,45.475865676,-122.579065377,1/6/2022,1
SE 82ND AVE / SE FOSTER RD,22-8738,Property,Lents,1/10/2022,1913,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.482803649,-122.578948718,1/10/2022,1
SE 82ND AVE / SE FOSTER RD,22-10961,Property,Lents,1/12/2022,2119,Larceny Offenses,Theft From Motor Vehicle,45.482803649,-122.578948718,1/12/2022,1
SE 82ND AVE / SE HARNEY ST,22-900457,Property,Lents,1/6/2022,1900,Vandalism,Vandalism,45.463308522,-122.579042739,1/6/2022,1
SE 82ND AVE / SE POWELL BLVD,22-903020,Property,South Tabor,1/27/2022,1900,Vandalism,Vandalism,45.497414849,-122.578714915,1/31/2022,1
SE 91ST AVE / SE CORA ST,22-21563,Property,Lents,1/23/2022,1300,Motor Vehicle Theft,Motor Vehicle Theft,45.490982136,-122.569542805,1/23/2022,1
SE 92ND AVE / SE FOSTER RD,22-900745,Property,Lents,1/4/2022,2104,Larceny Offenses,Theft From Motor Vehicle,45.479816025,-122.568609619,1/5/2022,1
SE 92ND AVE / SE HOLGATE BLVD,22-5462,Society,Lents,1/7/2022,0427,Weapon Law Violations,Weapons Law Violations,45.490022279,-122.568606771,1/7/2022,1
SE 92ND AVE / SE HOLGATE BLVD,22-901286,Property,Lents,1/18/2022,1700,Larceny Offenses,Theft From Motor Vehicle,45.490022279,-122.568606771,1/18/2022,1
SE 92ND AVE / SE RAMONA ST,22-24199,Property,Lents,1/26/2022,1142,Vandalism,Vandalism,45.480737975,-122.568604182,1/26/2022,1
SE 92ND AVE / SE RAYMOND ST,22-16827,Person,Lents,1/19/2022,0449,Assault Offenses,Aggravated Assault,45.486263833,-122.568590845,1/19/2022,1
SE 92ND AVE / SE VELMA CT,22-7807,Property,,1/9/2022,1848,Larceny Offenses,All Other Larceny,45.460451372,-122.568622258,1/9/2022,1
SE 92ND AVE / SE WASHINGTON ST,22-900994,Property,Montavilla,12/31/2021,1836,Fraud Offenses,Credit Card/ATM Fraud,45.518321334,-122.569122540,1/4/2022,1
SE 99TH AVE / SE WASHINGTON ST,22-15717,Society,Hazelwood,1/17/2022,2351,Weapon Law Violations,Weapons Law Violations,45.518323124,-122.562308544,1/18/2022,1
SE 102ND AVE / SE WASHINGTON ST,22-8676,Society,Mill Park,1/10/2022,1809,Weapon Law Violations,Weapons Law Violations,45.518340478,-122.558433829,1/10/2022,1
SE 112TH AVE / SE HOLGATE BLVD,22-16262,Property,Powellhurst-Gilbert,1/17/2022,1900,Motor Vehicle Theft,Motor Vehicle Theft,45.489757893,-122.547997556,1/18/2022,1
SE 115TH AVE / SE HOLGATE BLVD,22-2841,Person,Powellhurst-Gilbert,1/4/2022,1114,Assault Offenses,Aggravated Assault,45.489712504,-122.544539917,1/4/2022,1
SE 116TH AVE / SE BROOKLYN ST,22-3146,Property,Powellhurst-Gilbert,1/1/2022,0620,Motor Vehicle Theft,Motor Vehicle Theft,45.500280605,-122.543468983,1/4/2022,1
SE 119TH AVE / SE OAK ST,22-10498,Property,Hazelwood,1/11/2022,1500,Motor Vehicle Theft,Motor Vehicle Theft,45.519710696,-122.540370863,1/12/2022,1
SE 119TH AVE / SE OAK ST,22-21377,Property,Hazelwood,1/23/2022,1312,Robbery,Robbery,45.519710696,-122.540370863,1/23/2022,1
SE 119TH AVE / SE STARK ST,22-6914,Property,Hazelwood,1/8/2022,1939,Counterfeiting/Forgery,Counterfeiting/Forgery,45.519011052,-122.540373041,1/8/2022,1
SE 122ND AVE / SE ELLIS ST,22-12268,Person,Powellhurst-Gilbert,1/11/2022,0300,Assault Offenses,Simple Assault,45.482572896,-122.537949115,1/14/2022,1
SE 122ND AVE / SE PINE ST,22-19865,Person,Hazelwood,1/21/2022,2218,Assault Offenses,Aggravated Assault,45.520407016,-122.537773216,1/21/2022,1
SE 122ND AVE / SE PINE ST,22-19865,Property,Hazelwood,1/21/2022,2218,Motor Vehicle Theft,Motor Vehicle Theft,45.520407016,-122.537773216,1/21/2022,1
SE 126TH AVE / SE STARK ST,22-23292,Property,Hazelwood,1/25/2022,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.519046327,-122.533895853,1/25/2022,1
SE 130TH AVE / SE SHERMAN ST,22-901852,Property,Hazelwood,1/10/2022,0200,Vandalism,Vandalism,45.505872970,-122.529951535,1/18/2022,1
SE 136TH AVE / SE HOLGATE BLVD,22-26904,Society,Powellhurst-Gilbert,1/29/2022,0333,Weapon Law Violations,Weapons Law Violations,45.488712153,-122.523569413,1/29/2022,1
SE 141ST AVE / SE MADISON ST,22-901197,Property,Hazelwood,11/18/2021,0030,Larceny Offenses,Theft From Motor Vehicle,45.513038746,-122.518762361,1/11/2022,1
SE 148TH AVE / SE GLADSTONE ST,22-902161,Property,Centennial,1/23/2022,1520,Larceny Offenses,Theft From Motor Vehicle,45.492649218,-122.511070906,1/23/2022,1
SE 148TH AVE / SE POWELL BLVD,22-20688,Property,Centennial,1/18/2022,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.498053623,-122.510622440,1/22/2022,1
SE 150TH AVE / SE TIBBETTS ST,22-620,Property,Centennial,1/1/2022,1736,Vandalism,Vandalism,45.500073878,-122.508996864,1/1/2022,1
SE 150TH AVE / SE TIBBETTS ST,22-620,Society,Centennial,1/1/2022,1736,Weapon Law Violations,Weapons Law Violations,45.500073878,-122.508996864,1/1/2022,1
SE 157TH AVE / SE TAGGART ST,22-4840,Property,Centennial,1/5/2022,1600,Motor Vehicle Theft,Motor Vehicle Theft,45.501600194,-122.501716127,1/6/2022,1
SE 174TH AVE / SE ALDER ST,22-902882,Property,Centennial,1/29/2022,0500,Vandalism,Vandalism,45.517658945,-122.484584208,1/30/2022,1
SE 174TH AVE / SE DIVISION ST,22-110,Property,Centennial,1/1/2022,0307,Vandalism,Vandalism,45.504592795,-122.484673894,1/1/2022,1
SE ASH ST / SE 14TH AVE,22-901262,Property,Buckman East,12/26/2021,2350,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.521476376,-122.651585688,1/10/2022,1
SE ASH ST / SE 80TH AVE,22-7301,Property,Montavilla,1/9/2022,0800,Fraud Offenses,Identity Theft,45.521127268,-122.581468106,1/9/2022,1
SE ASH ST / SE SANDY BLVD,22-901738,Property,Buckman West,1/16/2022,0430,Larceny Offenses,Theft From Motor Vehicle,45.521488012,-122.655649150,1/20/2022,1
SE BELMONT ST / SE 8TH AVE,22-900029,Property,Buckman West,12/31/2021,2300,Larceny Offenses,Theft From Motor Vehicle,45.516505301,-122.657707927,1/2/2022,1
SE BERKELEY PL / SE TACOMA ST,22-10365,Property,Ardenwald,1/11/2022,0630,Motor Vehicle Theft,Motor Vehicle Theft,45.464504580,-122.634511146,1/12/2022,1
SE BOISE ST / SE 115TH AVE,22-53,Society,Powellhurst-Gilbert,1/1/2022,0118,Weapon Law Violations,Weapons Law Violations,45.491555354,-122.544586734,1/1/2022,1
SE BOISE ST / SE 120TH AVE,22-5898,Property,Powellhurst-Gilbert,1/7/2022,1533,Vandalism,Vandalism,45.492063275,-122.539783579,1/7/2022,1
SE CLATSOP ST / SE CONSTANCE DR,22-21682,Property,Lents,1/23/2022,1330,Motor Vehicle Theft,Motor Vehicle Theft,45.461245623,-122.563212404,1/23/2022,1
SE CLAY ST / SE 3RD AVE,22-20657,Property,Hosford-Abernethy,1/22/2022,1600,Motor Vehicle Theft,Motor Vehicle Theft,45.511528383,-122.662810378,1/22/2022,1
SE CLAY ST / SE 27TH AVE,22-902964,Property,Hosford-Abernethy,1/15/2022,0830,Vandalism,Vandalism,45.511199884,-122.638147121,1/30/2022,1
SE CLAY ST / SE 43RD AVE,22-900799,Property,Richmond,12/30/2021,2100,Larceny Offenses,Theft From Motor Vehicle,45.511292756,-122.618174924,1/4/2022,1
SE CLINTON ST / SE 70TH AVE,22-901484,Property,South Tabor,1/5/2022,1700,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.503433329,-122.591615609,1/8/2022,1
SE CORA ST / SE 9TH AVE,22-8628,Property,Brooklyn,1/10/2022,1643,Larceny Offenses,Shoplifting,45.492130600,-122.655514310,1/10/2022,1
SE DIVISION ST / SE 17TH AVE,22-901584,Property,Hosford-Abernethy,1/15/2022,0155,Larceny Offenses,Theft From Motor Vehicle,45.504835981,-122.648661019,1/17/2022,1
SE DIVISION ST / SE 33RD PL,22-900762,Property,Richmond,1/1/2022,2235,Vandalism,Vandalism,45.504795190,-122.630523756,1/4/2022,1
SE DIVISION ST / SE 35TH AVE,22-9371,Property,Richmond,1/10/2022,2100,Larceny Offenses,Theft From Motor Vehicle,45.504792948,-122.628572762,1/11/2022,1
SE DIVISION ST / SE 41ST AVE,22-17331,Person,Richmond,1/19/2022,1515,Assault Offenses,Aggravated Assault,45.504782839,-122.620366870,1/19/2022,1
SE DIVISION ST / SE 98TH AVE,22-19891,Property,Hazelwood,1/21/2022,2249,Vandalism,Vandalism,45.504372686,-122.562730614,1/21/2022,1
SE DIVISION ST / SE 122ND AVE,22-2011,Society,Mill Park,1/3/2022,1131,Weapon Law Violations,Weapons Law Violations,45.504092685,-122.537683411,1/3/2022,1
SE DIVISION ST / SE 122ND AVE,22-6266,Society,Mill Park,1/8/2022,0142,Weapon Law Violations,Weapons Law Violations,45.504092685,-122.537683411,1/8/2022,1
SE DIVISION ST / SE 148TH AVE,22-902214,Property,Centennial,1/23/2022,0520,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.504221583,-122.510594978,1/23/2022,1
SE DIVISION ST / SE 162ND AVE,22-26656,Person,Centennial,1/28/2022,1944,Assault Offenses,Simple Assault,45.504572269,-122.496623881,1/28/2022,1
SE DUKE ST / SE 88TH AVE,22-29150,Property,Lents,1/29/2022,0200,Motor Vehicle Theft,Motor Vehicle Theft,45.475703471,-122.572710640,1/31/2022,1
SE FOSTER RD / SE 72ND AVE,22-4902,Property,Foster-Powell,1/4/2022,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.486497390,-122.589182288,1/6/2022,1
SE FOSTER RD / SE 102ND AVE,22-900255,Property,Lents,1/7/2022,1755,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.477026956,-122.558622016,1/7/2022,1
SE FOSTER RD / SE 103RD PL,22-16178,Property,Lents,1/18/2022,0800,Larceny Offenses,All Other Larceny,45.476602281,-122.556446145,1/18/2022,1
SE FOSTER RD / SE 111TH AVE,22-902104,Property,Powellhurst-Gilbert,1/21/2022,0530,Vandalism,Vandalism,45.476045488,-122.549379146,1/21/2022,1
SE GRAND AVE / SE SALMON ST,22-902187,Property,Buckman West,1/21/2022,1640,Vandalism,Vandalism,45.514373648,-122.660764554,1/21/2022,1
SE HAROLD ST / SE 72ND AVE,22-901228,Property,Mt Scott-Arleta,1/10/2022,1500,Larceny Offenses,Theft From Building,45.483055857,-122.589239059,1/10/2022,1
SE HARRISON ST / SE LADD AVE,22-900549,Property,Hosford-Abernethy,1/9/2022,0000,Larceny Offenses,Theft From Motor Vehicle,45.508535041,-122.649948185,1/9/2022,1
SE HAWTHORNE BLVD / SE 24TH AVE,22-2977,Property,Hosford-Abernethy,1/2/2022,1500,Motor Vehicle Theft,Motor Vehicle Theft,45.512077433,-122.641263005,1/4/2022,1
SE HAWTHORNE BLVD / SE 34TH AVE,22-723,Person,Sunnyside,1/1/2022,2151,Assault Offenses,Aggravated Assault,45.512058663,-122.629578731,1/1/2022,1
SE HAWTHORNE BLVD / SE 35TH PL,22-901658,Property,Richmond,12/25/2021,0416,Larceny Offenses,All Other Larceny,45.512056261,-122.627635287,1/16/2022,1
SE HAWTHORNE BLVD / SE 48TH AVE,22-8762,Person,Richmond,1/8/2022,1943,Assault Offenses,Simple Assault,45.512025443,-122.613101948,1/10/2022,1
SE HAWTHORNE BLVD / SE 49TH AVE,22-24537,Person,Sunnyside,1/26/2022,1529,Assault Offenses,Aggravated Assault,45.512022618,-122.612360406,1/26/2022,1
SE HAWTHORNE BLVD / SE 49TH AVE,22-24537,Property,Sunnyside,1/26/2022,1529,Vandalism,Vandalism,45.512022618,-122.612360406,1/26/2022,1
SE HOLGATE BLVD / SE MCLOUGHLIN BLVD,22-18796,Person,Brooklyn,1/20/2022,2330,Homicide Offenses,Negligent Manslaughter with a Vehicle,45.490330175,-122.654228931,1/20/2022,1
SE IVON ST / SE 50TH AVE,22-902736,Property,Richmond,1/26/2022,2315,Vandalism,Vandalism,45.504357207,-122.611002334,1/27/2022,1
SE KNAPP ST / SE MT SCOTT BLVD,22-902035,Property,Lents,1/17/2022,1715,Vandalism,Vandalism,45.467782898,-122.564475208,1/19/2022,1
SE LINCOLN ST / SE 120TH AVE,22-27589,Property,Mill Park,1/29/2022,2102,Fraud Offenses,Identity Theft,45.507837342,-122.539710191,1/29/2022,1
SE LINCOLN ST / SE 120TH AVE,22-27589,Society,Mill Park,1/29/2022,2102,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.507837342,-122.539710191,1/29/2022,1
SE MAIN ST / SE 10TH AVE,22-1070,Person,Buckman West,12/29/2021,1520,Assault Offenses,Aggravated Assault,45.513645787,-122.655694874,1/2/2022,1
SE MAIN ST / SE CLAY ST,22-903063,Property,Hazelwood,1/20/2022,1210,Larceny Offenses,Theft From Motor Vehicle,45.514022177,-122.555057851,1/20/2022,1
SE MALDEN ST / SE 82ND AVE,22-23580,Person,Brentwood-Darlington,1/25/2022,1845,Assault Offenses,Aggravated Assault,45.467994568,-122.579046490,1/25/2022,1
SE MALDEN ST / SE 82ND AVE,22-23580,Society,Brentwood-Darlington,1/25/2022,1845,Weapon Law Violations,Weapons Law Violations,45.467994568,-122.579046490,1/25/2022,1
SE MARKET ST / SE 117TH AVE,22-5884,Person,Mill Park,1/7/2022,1511,Assault Offenses,Simple Assault,45.511565430,-122.542821450,1/7/2022,1
SE MILWAUKIE AVE / SE CORA ST,22-902224,Property,Brooklyn,1/12/2022,1220,Larceny Offenses,Theft From Motor Vehicle,45.492066182,-122.651926868,1/23/2022,1
SE MILWAUKIE AVE / SE HAROLD ST,22-13955,Property,Sellwood-Moreland,1/16/2022,0103,Motor Vehicle Theft,Motor Vehicle Theft,45.483118329,-122.649622197,1/16/2022,1
SE MORRISON ST / SE 33RD AVE,22-21648,Property,Sunnyside,1/23/2022,1820,Vandalism,Vandalism,45.517166743,-122.630941101,1/23/2022,1
SE MT SCOTT BLVD / SE 92ND AVE,22-24480,Property,Lents,1/26/2022,0839,Arson,Arson,45.467736521,-122.568575479,1/26/2022,1
SE MT SCOTT BLVD / SE ASPEN SUMMIT DR,22-902775,Property,Lents,1/29/2022,0810,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.467040758,-122.564093429,1/29/2022,1
SE PARDEE ST / SE 41ST AVE,22-901610,Property,Woodstock,1/16/2022,0323,Larceny Offenses,Theft From Motor Vehicle,45.489546575,-122.619817719,1/16/2022,1
SE PERSHING ST / SE 15TH AVE,22-28715,Property,Brooklyn,1/30/2022,2030,Motor Vehicle Theft,Motor Vehicle Theft,45.498858370,-122.650229565,1/31/2022,1
SE POWELL BLVD / SE 38TH AVE,22-902114,Property,Richmond,1/22/2022,1300,Larceny Offenses,Theft From Motor Vehicle,45.497219345,-122.623892203,1/22/2022,1
SE POWELL BLVD / SE 74TH AVE,22-902889,Property,Foster-Powell,1/24/2022,1030,Vandalism,Vandalism,45.497431312,-122.586884746,1/30/2022,1
SE POWELL BLVD / SE 92ND AVE,22-1361,Society,Powellhurst-Gilbert,1/2/2022,1630,Weapon Law Violations,Weapons Law Violations,45.497382732,-122.568488587,1/2/2022,1
SE POWELL BLVD / SE 92ND AVE,22-1534,Person,Powellhurst-Gilbert,1/2/2022,2028,Assault Offenses,Simple Assault,45.497382732,-122.568488587,1/2/2022,1
SE POWELL BLVD / SE 122ND AVE,22-7566,Property,Powellhurst-Gilbert,1/9/2022,1300,Motor Vehicle Theft,Motor Vehicle Theft,45.497075031,-122.537661848,1/9/2022,1
SE POWELL BLVD / SE 122ND AVE,22-18549,Property,Powellhurst-Gilbert,1/20/2022,0730,Larceny Offenses,Theft From Motor Vehicle,45.497075031,-122.537661848,1/20/2022,1
SE POWELL BLVD FRONTAGE RD / SE 15TH AVE,22-900123,Property,Brooklyn,1/1/2022,2100,Vandalism,Vandalism,45.500028824,-122.650141221,1/2/2022,1
SE RAYMOND CT / SE 80TH AVE,22-5431,Property,Foster-Powell,1/5/2022,0330,Burglary,Burglary,45.485913623,-122.580837224,1/7/2022,1
SE SALMON ST / SE 11TH AVE,22-902866,Property,Buckman West,1/29/2022,1830,Fraud Offenses,Identity Theft,45.514353561,-122.654675870,1/31/2022,1
SE SALMON ST / SE CESAR E CHAVEZ BLVD,22-14039,Society,Sunnyside,1/16/2022,0344,Weapon Law Violations,Weapons Law Violations,45.514302954,-122.622907721,1/16/2022,1
SE SANDY BLVD / SE OAK ST,22-26777,Property,Buckman West,1/28/2022,1943,Motor Vehicle Theft,Motor Vehicle Theft,45.520071140,-122.657172132,1/28/2022,1
SE SCHILLER ST / SE 84TH AVE,22-16733,Person,Lents,1/18/2022,2338,Assault Offenses,Simple Assault,45.487959348,-122.576800917,1/18/2022,1
SE SELLWOOD BLVD / SE 7TH AVE,22-15511,Property,Sellwood-Moreland,1/17/2022,1814,Fraud Offenses,Credit Card/ATM Fraud,45.469893556,-122.658991501,1/17/2022,1
SE SELLWOOD BLVD / SE 7TH AVE,22-15511,Property,Sellwood-Moreland,1/17/2022,1814,Larceny Offenses,Theft From Motor Vehicle,45.469893556,-122.658991501,1/17/2022,1
SE STARK ST / SE 1ST AVE,22-28250,Property,Buckman West,1/30/2022,1557,Vandalism,Vandalism,45.519379178,-122.664787648,1/30/2022,1
SE STARK ST / SE 50TH AVE,22-902967,Property,Mt Tabor,1/12/2022,1300,Larceny Offenses,All Other Larceny,45.519271932,-122.612025156,1/31/2022,1
SE STARK ST / SE 53RD AVE,22-900854,Property,Mt Tabor,1/12/2022,1500,Larceny Offenses,All Other Larceny,45.519267256,-122.608844208,1/13/2022,1
SE STARK ST / SE 53RD AVE,22-901502,Property,Mt Tabor,1/11/2022,2315,Larceny Offenses,Theft From Motor Vehicle,45.519267256,-122.608844208,1/13/2022,1
SE STARK ST / SE 81ST AVE,22-27077,Property,Montavilla,1/29/2022,0926,Vandalism,Vandalism,45.519142955,-122.580294793,1/29/2022,1
SE STARK ST / SE 92ND AVE,22-902485,Property,Montavilla,1/25/2022,0420,Larceny Offenses,All Other Larceny,45.519070472,-122.569114713,1/25/2022,1
SE STARK ST / SE 102ND AVE,22-8040,Society,Hazelwood,1/10/2022,0111,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.519051300,-122.558420570,1/10/2022,1
SE STARK ST / SE 102ND AVE,22-8040,Society,Hazelwood,1/10/2022,0111,Weapon Law Violations,Weapons Law Violations,45.519051300,-122.558420570,1/10/2022,1
SE STARK ST / SE 122ND AVE,22-15437,Property,Hazelwood,1/10/2022,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.519024178,-122.537778228,1/17/2022,1
SE STARK ST / SE 122ND AVE,22-900640,Property,Hazelwood,1/6/2022,2200,Vandalism,Vandalism,45.519024178,-122.537778228,1/7/2022,1
SE STARK ST / SE 146TH AVE,22-901229,Property,Hazelwood,1/10/2022,0405,Larceny Offenses,All Other Larceny,45.519132426,-122.513273308,1/10/2022,1
SE STARK ST / SE 148TH AVE,22-10045,Society,Hazelwood,1/12/2022,0005,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.519155361,-122.510710072,1/12/2022,1
SE STARK ST / SE 148TH AVE,22-10045,Society,Hazelwood,1/12/2022,0005,Weapon Law Violations,Weapons Law Violations,45.519155361,-122.510710072,1/12/2022,1
SE STEPHENS ST / SE 6TH AVE,22-16637,Property,Hosford-Abernethy,1/18/2022,1100,Motor Vehicle Theft,Motor Vehicle Theft,45.509382258,-122.659778601,1/18/2022,1
SE TACOMA ST / SE 17TH AVE,22-6214,Property,Sellwood-Moreland,1/8/2022,0011,Robbery,Robbery,45.464320233,-122.647043589,1/8/2022,1
SE TAYLOR ST / SE 17TH AVE,22-15916,Property,Buckman East,1/16/2022,2000,Vandalism,Vandalism,45.515046507,-122.648586863,1/18/2022,1
SE TAYLOR ST / SE 17TH AVE,22-901287,Property,Buckman East,12/20/2021,1200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.515046507,-122.648586863,1/4/2022,1
SE TENINO ST / SE 60TH AVE,22-19173,Property,Brentwood-Darlington,1/21/2022,1015,Larceny Offenses,Theft From Motor Vehicle,45.464475629,-122.602183128,1/21/2022,1
SE TOLMAN ST / SE 90TH AVE,22-27390,Property,Lents,1/29/2022,1655,Larceny Offenses,Theft From Motor Vehicle,45.477453106,-122.570625630,1/29/2022,1
SE WOODSTOCK CT / SE FOSTER RD,22-42,Person,Lents,1/1/2022,0051,Assault Offenses,Aggravated Assault,45.477373434,-122.560260806,1/1/2022,1
SE YAMHILL ST / SE 26TH AVE,22-1867,Property,Buckman East,1/1/2022,1600,Motor Vehicle Theft,Motor Vehicle Theft,45.515727743,-122.639133249,1/3/2022,1
SW 1ST AVE / SW HOOKER ST,22-900575,Property,South Portland,1/9/2022,2020,Vandalism,Vandalism,45.502261772,-122.678700292,1/9/2022,1
SW 1ST AVE / SW OAK ST,22-9185,Property,Old Town/Chinatown,1/11/2022,0844,Robbery,Robbery,45.520403348,-122.672160325,1/11/2022,1
SW 1ST AVE / SW PORTER ST,22-28491,Property,South Portland,1/29/2022,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.501548192,-122.678711937,1/30/2022,1
SW 2ND AVE / SW CLAY ST,22-15818,Property,Downtown,1/18/2022,0320,Vandalism,Vandalism,45.512659522,-122.677440676,1/18/2022,1
SW 2ND AVE / SW CLAY ST,22-900703,Property,Downtown,1/5/2022,0800,Vandalism,Vandalism,45.512659522,-122.677440676,1/5/2022,1
