Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,ReportDate,OffenseCount
,22-X5676738,Person,Sellwood-Moreland,1/23/2022,2115,Assault Offenses,Simple Assault,,,1/23/2022,1
,22-X5676842,Person,Old Town/Chinatown,1/14/2022,1733,Assault Offenses,Aggravated Assault,,,1/14/2022,2
,22-X5676921,Person,King,1/24/2022,0643,Assault Offenses,Simple Assault,,,1/24/2022,1
,22-X5676923,Person,Parkrose,1/24/2022,0931,Assault Offenses,Simple Assault,,,1/24/2022,1
,22-X5676925,Person,Centennial,1/24/2022,1110,Assault Offenses,Simple Assault,,,1/24/2022,1
,22-X5676926,Person,King,1/20/2022,1200,Kidnapping/Abduction,Kidnapping/Abduction,,,1/22/2022,1
,22-X5676947,Person,Portsmouth,1/24/2022,1230,Assault Offenses,Simple Assault,,,1/24/2022,1
,22-X5676948,Property,,11/23/2021,1200,Fraud Offenses,Identity Theft,,,1/13/2022,1
,22-X5676951,Person,Parkrose,1/24/2022,1344,Assault Offenses,Aggravated Assault,,,1/24/2022,1
,22-X5677039,Person,Powellhurst-Gilbert,1/25/2022,0006,Assault Offenses,Intimidation,,,1/25/2022,1
,22-X5677043,Person,Hazelwood,1/25/2022,0210,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5677090,Person,Buckman East,1/24/2022,1348,Assault Offenses,Simple Assault,,,1/24/2022,1
,22-X5677285,Person,Parkrose,1/17/2022,0120,Assault Offenses,Aggravated Assault,,,1/17/2022,1
,22-X5677295,Property,Montavilla,1/7/2022,0835,Larceny Offenses,All Other Larceny,,,1/7/2022,1
,22-X5677321,Person,Reed,1/25/2022,1111,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5677325,Person,Concordia,1/25/2022,1000,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5677329,Person,Creston-Kenilworth,1/25/2022,1520,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5677397,Person,Woodlawn,1/25/2022,1500,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5677411,Person,Beaumont-Wilshire,1/25/2022,1806,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5677603,Person,East Columbia,1/16/2022,0331,Human Trafficking Offenses,Involuntary Servitude,,,1/16/2022,2
,22-X5677683,Person,Powellhurst-Gilbert,1/16/2022,1006,Assault Offenses,Simple Assault,,,1/16/2022,2
,22-X5677690,Person,Centennial,1/23/2022,0014,Assault Offenses,Intimidation,,,1/23/2022,1
,22-X5677731,Person,St Johns,1/25/2022,1756,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5677741,Person,Reed,1/26/2022,0115,Assault Offenses,Simple Assault,,,1/26/2022,1
,22-X5677744,Person,Centennial,1/25/2022,2211,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5677746,Person,Kenton,1/26/2022,0157,Assault Offenses,Aggravated Assault,,,1/26/2022,1
,22-X5677749,Person,Kenton,1/26/2022,1003,Assault Offenses,Simple Assault,,,1/26/2022,1
,22-X5677789,Person,,1/26/2022,1653,Assault Offenses,Aggravated Assault,,,1/26/2022,1
,22-X5677810,Person,Sunnyside,1/25/2022,0200,Assault Offenses,Aggravated Assault,,,1/25/2022,1
,22-X5677843,Person,Woodlawn,1/26/2022,1830,Assault Offenses,Intimidation,,,1/26/2022,1
,22-X5677846,Person,Sunnyside,1/26/2022,2356,Assault Offenses,Aggravated Assault,,,1/27/2022,1
,22-X5677853,Person,Foster-Powell,1/26/2022,1028,Assault Offenses,Simple Assault,,,1/27/2022,1
,22-X5677885,Person,Downtown,1/3/2022,1200,Human Trafficking Offenses,Commercial Sex Acts,,,1/26/2022,1
,22-X5677936,Person,Ashcreek,1/27/2022,0011,Assault Offenses,Aggravated Assault,,,1/27/2022,1
,22-X5677967,Person,Powellhurst-Gilbert,1/26/2022,1946,Assault Offenses,Aggravated Assault,,,1/26/2022,1
,22-X5677980,Property,Eliot,1/16/2022,0315,Vandalism,Vandalism,,,1/16/2022,1
,22-X5677994,Person,Pleasant Valley,1/23/2022,1432,Assault Offenses,Intimidation,,,1/23/2022,1
,22-X5677994,Society,Pleasant Valley,1/23/2022,1432,Pornography/Obscene Material,Pornography/Obscene Material,,,1/23/2022,1
,22-X5678011,Property,Hosford-Abernethy,1/3/2022,0830,Larceny Offenses,All Other Larceny,,,1/3/2022,1
,22-X5678069,Person,Northwest,1/27/2022,0907,Assault Offenses,Simple Assault,,,1/27/2022,1
,22-X5678127,Person,Downtown,1/26/2022,1442,Assault Offenses,Simple Assault,,,1/26/2022,1
,22-X5678130,Person,Brentwood-Darlington,1/26/2022,2359,Assault Offenses,Simple Assault,,,1/26/2022,1
,22-X5678133,Person,Sunnyside,1/27/2022,1213,Assault Offenses,Intimidation,,,1/27/2022,1
,22-X5678143,Person,Hazelwood,1/25/2022,2300,Assault Offenses,Simple Assault,,,1/27/2022,1
,22-X5678145,Property,Mt Tabor,1/5/2022,1220,Larceny Offenses,Theft From Motor Vehicle,,,1/5/2022,1
,22-X5678148,Person,Hazelwood,1/24/2022,0730,Assault Offenses,Intimidation,,,1/27/2022,1
,22-X5678155,Person,Pearl,1/27/2022,1720,Assault Offenses,Simple Assault,,,1/27/2022,1
,22-X5678158,Person,Portsmouth,1/27/2022,2130,Assault Offenses,Simple Assault,,,1/27/2022,1
,22-X5678165,Property,Mill Park,1/28/2022,0037,Vandalism,Vandalism,,,1/28/2022,1
,22-X5678187,Person,Old Town/Chinatown,1/28/2022,0216,Homicide Offenses,Murder and Non-negligent Manslaughter,,,1/28/2022,1
,22-X5678259,Person,Hazelwood,12/30/2021,0600,Assault Offenses,Simple Assault,,,1/5/2022,1
,22-X5678399,Person,Creston-Kenilworth,1/28/2022,0130,Assault Offenses,Simple Assault,,,1/28/2022,1
,22-X5678424,Person,Parkrose,1/28/2022,1225,Assault Offenses,Simple Assault,,,1/28/2022,1
,22-X5678498,Person,West Portland Park,1/28/2022,1755,Assault Offenses,Aggravated Assault,,,1/28/2022,1
,22-X5678531,Person,Russell,1/24/2022,2000,Assault Offenses,Simple Assault,,,1/28/2022,1
,22-X5678546,Property,Centennial,1/16/2022,1528,Larceny Offenses,All Other Larceny,,,1/16/2022,1
,22-X5678550,Person,Downtown,1/28/2022,1700,Assault Offenses,Simple Assault,,,1/28/2022,1
,22-X5678601,Person,Lloyd,1/1/2022,2200,Sex Offenses,Rape,,,1/27/2022,1
,22-X5678638,Person,Kerns,1/29/2022,0235,Assault Offenses,Simple Assault,,,1/29/2022,1
,22-X5678729,Person,Centennial,1/29/2022,0937,Assault Offenses,Simple Assault,,,1/29/2022,1
,22-X5678731,Person,,2/13/2021,0000,Assault Offenses,Aggravated Assault,,,1/27/2022,1
,22-X5678735,Property,Sunnyside,12/24/2021,0000,Larceny Offenses,Theft From Motor Vehicle,,,1/3/2022,1
,22-X5678736,Person,Hayhurst,1/29/2022,0830,Assault Offenses,Simple Assault,,,1/29/2022,2
,22-X5678739,Property,Ashcreek,1/23/2022,1655,Vandalism,Vandalism,,,1/23/2022,1
,22-X5678745,Person,Centennial,1/29/2022,1044,Assault Offenses,Simple Assault,,,1/29/2022,1
,22-X5678749,Person,Madison South,1/25/2022,1100,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5678764,Person,Hayden Island,1/29/2022,0721,Assault Offenses,Simple Assault,,,1/29/2022,1
,22-X5678791,Person,Buckman East,1/29/2022,1604,Assault Offenses,Simple Assault,,,1/29/2022,1
,22-X5678791,Property,Buckman East,1/29/2022,1604,Vandalism,Vandalism,,,1/29/2022,1
,22-X5678798,Person,Parkrose Heights,1/29/2022,2006,Assault Offenses,Simple Assault,,,1/29/2022,1
,22-X5678836,Person,Old Town/Chinatown,1/18/2022,1421,Sex Offenses,Fondling,,,1/18/2022,1
,22-X5679055,Person,Northwest,12/26/2021,0500,Sex Offenses,Rape,,,1/20/2022,1
,22-X5679241,Person,Lloyd,1/29/2022,2350,Assault Offenses,Simple Assault,,,1/29/2022,1
,22-X5679246,Person,King,1/30/2022,0003,Assault Offenses,Simple Assault,,,1/30/2022,2
,22-X5679247,Person,Reed,1/30/2022,0041,Assault Offenses,Simple Assault,,,1/30/2022,1
,22-X5679248,Person,Buckman West,1/29/2022,1856,Assault Offenses,Aggravated Assault,,,1/29/2022,1
,22-X5679260,Person,Boise,1/30/2022,0136,Assault Offenses,Aggravated Assault,,,1/30/2022,1
,22-X5679289,Person,Far Southwest,1/29/2022,2332,Assault Offenses,Intimidation,,,1/29/2022,1
,22-X5679295,Person,Madison South,1/30/2022,0949,Assault Offenses,Simple Assault,,,1/30/2022,1
,22-X5679302,Person,Homestead,11/1/2021,2300,Sex Offenses,Fondling,,,1/20/2022,1
,22-X5679309,Person,Argay,1/29/2022,1500,Assault Offenses,Simple Assault,,,1/29/2022,1
,22-X5679310,Person,Downtown,1/29/2022,1915,Assault Offenses,Aggravated Assault,,,1/29/2022,1
,22-X5679310,Property,Downtown,1/29/2022,1915,Burglary,Burglary,,,1/29/2022,1
,22-X5679312,Person,Lents,1/30/2022,0244,Assault Offenses,Simple Assault,,,1/30/2022,2
,22-X5679313,Person,Argay,1/30/2022,0541,Assault Offenses,Aggravated Assault,,,1/30/2022,1
,22-X5679314,Person,Madison South,1/30/2022,0600,Assault Offenses,Aggravated Assault,,,1/30/2022,1
,22-X5679315,Person,Powellhurst-Gilbert,1/30/2022,0940,Assault Offenses,Simple Assault,,,1/30/2022,1
,22-X5679317,Person,,1/30/2022,1300,Assault Offenses,Simple Assault,,,1/30/2022,1
,22-X5679340,Person,Hazelwood,1/30/2022,1242,Assault Offenses,Simple Assault,,,1/30/2022,1
,22-X5679340,Property,Hazelwood,1/30/2022,1242,Vandalism,Vandalism,,,1/30/2022,1
,22-X5679392,Person,North Tabor,1/30/2022,2030,Homicide Offenses,Murder and Non-negligent Manslaughter,,,1/30/2022,1
,22-X5679454,Person,Hazelwood,1/30/2022,0023,Assault Offenses,Aggravated Assault,,,1/30/2022,1
,22-X5679456,Person,Mt Scott-Arleta,1/30/2022,0441,Assault Offenses,Simple Assault,,,1/30/2022,1
,22-X5679458,Person,Sumner,1/30/2022,0946,Assault Offenses,Simple Assault,,,1/30/2022,2
,22-X5679461,Person,Lents,1/30/2022,1940,Assault Offenses,Aggravated Assault,,,1/30/2022,2
,22-X5679467,Person,Hazelwood,1/26/2022,2200,Sex Offenses,Sexual Assault With An Object,,,1/27/2022,1
,22-X5679472,Person,Hillsdale,1/31/2022,0127,Assault Offenses,Simple Assault,,,1/31/2022,1
,22-X5679526,Person,Mill Park,1/31/2022,0933,Sex Offenses,Fondling,,,1/31/2022,1
,22-X5679559,Person,St Johns,1/31/2022,0754,Kidnapping/Abduction,Kidnapping/Abduction,,,1/31/2022,1
,22-X5679561,Person,Montavilla,1/31/2022,1148,Assault Offenses,Simple Assault,,,1/31/2022,1
,22-X5679588,Person,Powellhurst-Gilbert,1/31/2022,1438,Assault Offenses,Simple Assault,,,1/31/2022,1
,22-X5679746,Person,Hazelwood,1/30/2022,0146,Homicide Offenses,Murder and Non-negligent Manslaughter,,,1/30/2022,1
,22-X5679750,Person,Hazelwood,1/31/2022,2312,Assault Offenses,Aggravated Assault,,,1/31/2022,1
,22-X5680201,Property,Humboldt,1/21/2022,0948,Larceny Offenses,All Other Larceny,,,1/21/2022,1
,22-X5680201,Property,Humboldt,1/21/2022,0948,Vandalism,Vandalism,,,1/21/2022,1
,22-X5680259,Person,Centennial,1/31/2022,2100,Assault Offenses,Simple Assault,,,1/31/2022,2
,22-X5680327,Person,Centennial,1/19/2022,1941,Sex Offenses,Fondling,,,1/21/2022,1
,22-X5680350,Person,Downtown,1/31/2022,0816,Assault Offenses,Aggravated Assault,,,1/31/2022,1
,22-X5680413,Person,Boise,1/22/2022,1615,Assault Offenses,Simple Assault,,,1/22/2022,1
,22-X5680414,Person,Boise,1/21/2022,0000,Assault Offenses,Simple Assault,,,1/22/2022,1
,22-X5680415,Person,Overlook,1/24/2022,1000,Assault Offenses,Simple Assault,,,1/24/2022,1
,22-X5680418,Person,Glenfair,1/24/2022,0425,Assault Offenses,Aggravated Assault,,,1/24/2022,1
,22-X5680462,Person,Hosford-Abernethy,1/13/2022,1400,Assault Offenses,Intimidation,,,1/21/2022,3
,22-X5680465,Person,Hosford-Abernethy,1/18/2022,1400,Assault Offenses,Intimidation,,,1/21/2022,3
,22-X5680472,Person,Pearl,10/8/2019,0900,Sex Offenses,Fondling,,,1/27/2022,1
,22-X5680597,Person,South Portland,1/25/2022,0457,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5680607,Person,Parkrose Heights,1/25/2022,0227,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5680679,Property,Mt Tabor,1/29/2022,2202,Vandalism,Vandalism,,,1/29/2022,1
,22-X5680682,Person,Madison South,1/21/2022,1650,Assault Offenses,Aggravated Assault,,,1/21/2022,1
,22-X5681018,Property,Northwest,1/23/2022,2258,Robbery,Robbery,,,1/23/2022,1
,22-X5681069,Person,Northwest,8/1/2021,1727,Sex Offenses,Fondling,,,1/30/2022,1
,22-X5681076,Person,Pearl,11/21/2021,0000,Assault Offenses,Simple Assault,,,1/22/2022,1
,22-X5681201,Property,Goose Hollow,1/18/2022,1100,Vandalism,Vandalism,,,1/18/2022,1
,22-X5681811,Person,Powellhurst-Gilbert,1/26/2022,2345,Assault Offenses,Aggravated Assault,,,1/27/2022,2
,22-X5682329,Person,Parkrose,6/1/1985,0000,Kidnapping/Abduction,Kidnapping/Abduction,,,1/30/2022,1
,22-X5682337,Person,Portsmouth,1/1/2010,1200,Sex Offenses,Rape,,,1/31/2022,1
,22-X5682572,Property,Centennial,1/30/2022,2057,Robbery,Robbery,,,1/30/2022,1
,22-X5682660,Person,St Johns,7/1/2021,0000,Sex Offenses,Fondling,,,1/31/2022,1
,22-X5682663,Person,Foster-Powell,1/11/2022,1144,Assault Offenses,Intimidation,,,1/11/2022,1
,22-X5684657,Person,Downtown,1/11/2022,2121,Assault Offenses,Simple Assault,,,1/11/2022,1
,22-X5685692,Property,King,11/1/2014,0000,Embezzlement,Embezzlement,,,1/31/2022,1
,22-X5685731,Person,,1/1/2017,0000,Sex Offenses,Fondling,,,1/14/2022,1
0 BLOCK OF BURNSIDE BRG,22-900039,Property,Old Town/Chinatown,12/29/2021,0130,Larceny Offenses,All Other Larceny,45.523049276,-122.669927481,1/6/2022,1
0 BLOCK OF N CENTER COURT ST,22-7331,Property,Lloyd,1/9/2022,0130,Burglary,Burglary,45.532573192,-122.667711130,1/9/2022,1
0 BLOCK OF N MONROE ST,22-11934,Property,Eliot,1/13/2022,1730,Larceny Offenses,Theft From Motor Vehicle,45.545399841,-122.666978875,1/13/2022,1
0 BLOCK OF N TOMAHAWK ISLAND DR,22-900937,Property,Hayden Island,1/11/2022,1330,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.605567489,-122.665662976,1/11/2022,1
0 BLOCK OF N WEBSTER ST,22-901261,Property,Humboldt,1/7/2022,1100,Fraud Offenses,Credit Card/ATM Fraud,45.559771238,-122.667258245,1/10/2022,1
0 BLOCK OF N WEIDLER ST,22-372,Property,Lloyd,1/1/2022,0500,Motor Vehicle Theft,Motor Vehicle Theft,45.534318273,-122.666977469,1/1/2022,1
0 BLOCK OF NE 2ND AVE,22-23363,Property,Kerns,1/24/2022,1830,Motor Vehicle Theft,Motor Vehicle Theft,45.523312485,-122.663680806,1/25/2022,2
0 BLOCK OF NE 2ND AVE,22-900465,Property,Kerns,1/6/2022,1835,Larceny Offenses,Theft From Motor Vehicle,45.523312485,-122.663680806,1/6/2022,1
0 BLOCK OF NE 2ND AVE,22-900617,Property,Kerns,1/4/2022,1605,Larceny Offenses,Theft From Motor Vehicle,45.523312485,-122.663680806,1/9/2022,1
0 BLOCK OF NE 2ND AVE,22-901698,Property,Kerns,1/16/2022,1158,Larceny Offenses,Theft From Building,45.523312485,-122.663680806,1/17/2022,1
0 BLOCK OF NE 2ND AVE,22-902230,Property,Kerns,1/23/2022,2220,Vandalism,Vandalism,45.523312485,-122.663680806,1/24/2022,1
0 BLOCK OF NE 3RD AVE,22-901163,Property,Kerns,1/3/2022,0401,Vandalism,Vandalism,45.523304405,-122.662798390,1/3/2022,1
0 BLOCK OF NE 22ND AVE,22-901466,Property,Kerns,1/13/2022,1735,Vandalism,Vandalism,45.523231704,-122.643397129,1/14/2022,1
0 BLOCK OF NE 44TH AVE,22-12351,Property,North Tabor,1/11/2022,2000,Vandalism,Vandalism,45.523486174,-122.617240317,1/14/2022,1
0 BLOCK OF NE 44TH AVE,22-16955,Property,North Tabor,1/19/2022,0030,Motor Vehicle Theft,Motor Vehicle Theft,45.523486174,-122.617240317,1/19/2022,1
0 BLOCK OF NE 82ND AVE,22-4089,Property,Montavilla,1/5/2022,1725,Robbery,Robbery,45.523172679,-122.579115410,1/5/2022,1
0 BLOCK OF NE 82ND AVE,22-18656,Property,Montavilla,1/20/2022,1640,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.523172679,-122.579115410,1/20/2022,1
0 BLOCK OF NE 122ND AVE,22-17320,Property,Hazelwood,1/19/2022,1410,Larceny Offenses,Shoplifting,45.522897265,-122.537823560,1/19/2022,1
0 BLOCK OF NE 122ND AVE,22-21522,Property,Hazelwood,1/19/2022,1552,Larceny Offenses,Theft From Motor Vehicle,45.522897265,-122.537823560,1/23/2022,1
0 BLOCK OF NE 140TH AVE,22-24741,Property,Hazelwood,1/26/2022,2126,Larceny Offenses,All Other Larceny,45.522810394,-122.519589844,1/26/2022,1
0 BLOCK OF NE 148TH AVE,22-28714,Property,Glenfair,1/31/2022,0545,Motor Vehicle Theft,Motor Vehicle Theft,45.522839397,-122.510582941,1/31/2022,1
0 BLOCK OF NE BALDWIN ST,22-901285,Property,Piedmont,1/7/2022,2200,Larceny Offenses,Theft From Motor Vehicle,45.578582376,-122.665902412,1/10/2022,1
0 BLOCK OF NE BRYANT ST,22-900233,Property,Piedmont,12/31/2021,1100,Vandalism,Vandalism,45.573263226,-122.666300932,1/1/2022,1
0 BLOCK OF NE GRAND AVE,22-6260,Property,Kerns,1/8/2022,0127,Vandalism,Vandalism,45.523287334,-122.660643211,1/8/2022,1
0 BLOCK OF NE GRAND AVE,22-900852,Property,Kerns,1/12/2022,0647,Burglary,Burglary,45.523287728,-122.660768126,1/12/2022,1
0 BLOCK OF NE HOLLADAY ST,22-8168,Property,Lloyd,1/10/2022,0626,Vandalism,Vandalism,45.530131198,-122.665244491,1/10/2022,1
0 BLOCK OF NE HOLLADAY ST,22-23991,Person,Lloyd,1/26/2022,0717,Assault Offenses,Simple Assault,45.530131198,-122.665244491,1/26/2022,1
0 BLOCK OF NE HOLLAND ST,22-900484,Property,Piedmont,1/5/2022,2200,Vandalism,Vandalism,45.575759237,-122.665900098,1/6/2022,1
0 BLOCK OF NE KNOTT ST,22-900534,Property,Eliot,1/5/2022,1845,Larceny Offenses,Theft From Motor Vehicle,45.541934156,-122.665401923,1/6/2022,1
0 BLOCK OF NE MORRIS ST,22-14467,Property,Eliot,1/16/2022,1549,Burglary,Burglary,45.544631426,-122.665387694,1/16/2022,1
0 BLOCK OF NW 5TH AVE,22-1180,Property,Old Town/Chinatown,12/31/2021,2300,Larceny Offenses,Theft From Building,45.523435387,-122.675480816,1/2/2022,1
0 BLOCK OF NW 8TH AVE,22-901656,Property,Pearl,1/17/2022,1030,Burglary,Burglary,45.523380040,-122.678402161,1/17/2022,1
0 BLOCK OF NW 8TH AVE,22-902622,Property,Pearl,1/24/2022,0840,Fraud Offenses,Identity Theft,45.523380040,-122.678402161,1/28/2022,1
0 BLOCK OF NW 10TH AVE,22-11260,Property,Pearl,1/13/2022,0717,Burglary,Burglary,45.523337732,-122.681066395,1/13/2022,1
0 BLOCK OF NW BROADWAY,22-6656,Property,Old Town/Chinatown,12/25/2021,2200,Larceny Offenses,All Other Larceny,45.523402225,-122.677376481,1/8/2022,1
0 BLOCK OF NW BROADWAY,22-16331,Person,Old Town/Chinatown,1/18/2022,1421,Assault Offenses,Aggravated Assault,45.523402225,-122.677376481,1/18/2022,1
0 BLOCK OF NW COUCH ST,22-17969,Property,Old Town/Chinatown,1/19/2022,2000,Vandalism,Vandalism,45.523838903,-122.670828068,1/20/2022,1
0 BLOCK OF NW COUCH ST,22-900869,Property,Old Town/Chinatown,1/11/2022,1400,Larceny Offenses,Theft From Building,45.523926637,-122.670831423,1/12/2022,1
0 BLOCK OF NW COUCH ST,22-901111,Property,Old Town/Chinatown,1/11/2022,1400,Larceny Offenses,Theft From Building,45.523926637,-122.670831423,1/12/2022,1
0 BLOCK OF NW DAVIS ST,22-13354,Property,Old Town/Chinatown,1/14/2022,1500,Motor Vehicle Theft,Motor Vehicle Theft,45.524635023,-122.670803863,1/15/2022,1
0 BLOCK OF S SEYMOUR ST,22-24629,Property,South Portland,1/26/2022,1855,Vandalism,Vandalism,45.489425995,-122.677439581,1/26/2022,1
0 BLOCK OF SE 2ND AVE,22-178,Property,Buckman West,12/31/2021,2200,Larceny Offenses,Theft From Motor Vehicle,45.522599450,-122.663809757,1/1/2022,1
0 BLOCK OF SE 11TH AVE,22-26030,Property,Buckman West,1/27/2022,1530,Motor Vehicle Theft,Motor Vehicle Theft,45.522556555,-122.654557827,1/28/2022,1
0 BLOCK OF SE 13TH AVE,22-901396,Property,Buckman East,1/6/2022,1015,Larceny Offenses,All Other Larceny,45.522547958,-122.652527904,1/13/2022,1
0 BLOCK OF SE 20TH AVE,22-16825,Property,Buckman East,1/19/2022,0313,Robbery,Robbery,45.522524632,-122.645560052,1/19/2022,1
0 BLOCK OF SE 20TH AVE,22-27889,Property,Buckman East,1/30/2022,0502,Robbery,Robbery,45.522524632,-122.645560052,1/30/2022,1
0 BLOCK OF SE 28TH AVE,22-900902,Property,Buckman East,1/3/2022,0930,Vandalism,Vandalism,45.522502391,-122.637331578,1/3/2022,1
0 BLOCK OF SE 28TH AVE,22-902395,Property,Kerns,1/21/2022,1510,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.522501971,-122.637206664,1/25/2022,1
0 BLOCK OF SE 52ND AVE,22-901278,Property,Mt Tabor,1/10/2022,0500,Vandalism,Vandalism,45.522719222,-122.610311158,1/10/2022,1
0 BLOCK OF SE 74TH AVE,22-900141,Property,Mt Tabor,1/2/2022,1025,Vandalism,Vandalism,45.522425004,-122.586761277,1/2/2022,1
0 BLOCK OF SE 74TH AVE,22-902415,Property,Mt Tabor,1/25/2022,0300,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.522425480,-122.586886189,1/25/2022,1
0 BLOCK OF SE 80TH AVE,22-900250,Property,Montavilla,1/5/2022,2140,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.522384975,-122.581404929,1/7/2022,1
0 BLOCK OF SE 80TH AVE,22-901255,Property,Montavilla,1/10/2022,0300,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.522384975,-122.581404929,1/10/2022,1
0 BLOCK OF SE 82ND AVE,22-6548,Property,Montavilla,1/8/2022,0315,Burglary,Burglary,45.522368293,-122.578992284,1/8/2022,1
0 BLOCK OF SE 103RD AVE,22-7382,Property,Hazelwood,12/1/2021,1018,Larceny Offenses,All Other Larceny,45.522120369,-122.556943343,1/9/2022,1
0 BLOCK OF SE GRAND AVE,22-1954,Person,Buckman West,1/3/2022,0959,Assault Offenses,Aggravated Assault,45.522573907,-122.660647286,1/3/2022,1
0 BLOCK OF SE GRAND AVE,22-16174,Property,Buckman West,1/18/2022,1303,Larceny Offenses,Shoplifting,45.522573907,-122.660647286,1/18/2022,1
0 BLOCK OF SE GRAND AVE,22-26029,Property,Buckman West,1/28/2022,0548,Robbery,Robbery,45.522573907,-122.660647286,1/28/2022,1
0 BLOCK OF SE GRAND AVE,22-26370,Property,Buckman West,1/28/2022,1312,Larceny Offenses,Shoplifting,45.522573907,-122.660647286,1/28/2022,1
0 BLOCK OF SE MARTIN LUTHER KING JR BLVD,22-1202,Property,Buckman West,1/2/2022,1259,Burglary,Burglary,45.522579095,-122.661830118,1/2/2022,1
0 BLOCK OF SE MARTIN LUTHER KING JR BLVD,22-3903,Property,Buckman West,1/5/2022,0400,Motor Vehicle Theft,Motor Vehicle Theft,45.522579095,-122.661830118,1/5/2022,1
0 BLOCK OF SE MARTIN LUTHER KING JR BLVD,22-25938,Person,Buckman West,1/28/2022,0142,Assault Offenses,Simple Assault,45.522579095,-122.661830118,1/28/2022,2
0 BLOCK OF SE MARTIN LUTHER KING JR BLVD,22-900060,Property,Buckman West,1/3/2022,0230,Motor Vehicle Theft,Motor Vehicle Theft,45.522579095,-122.661830118,1/5/2022,1
0 BLOCK OF SE MARTIN LUTHER KING JR BLVD,22-902890,Property,Buckman West,1/30/2022,0615,Vandalism,Vandalism,45.522579095,-122.661830118,1/30/2022,1
0 BLOCK OF SE TAYLOR ST,22-24102,Property,Buckman West,1/26/2022,0915,Vandalism,Vandalism,45.515058822,-122.665321508,1/26/2022,1
0 BLOCK OF SE YAMHILL ST,22-8317,Property,Buckman West,1/8/2022,0200,Burglary,Burglary,45.515859985,-122.665320837,1/10/2022,1
0 BLOCK OF SW 1ST AVE,22-25435,Property,Old Town/Chinatown,1/22/2022,2000,Robbery,Robbery,45.522103904,-122.671171555,1/27/2022,1
